dataset_model,offload_gb,concurrency,files,completed_requests,failed_requests,median_ttft_ms_n,median_ttft_ms_median,median_ttft_ms_p05,median_ttft_ms_p95,median_ttft_ms_min,median_ttft_ms_max,median_tpot_ms_n,median_tpot_ms_median,median_tpot_ms_p05,median_tpot_ms_p95,median_tpot_ms_min,median_tpot_ms_max,median_itl_ms_n,median_itl_ms_median,median_itl_ms_p05,median_itl_ms_p95,median_itl_ms_min,median_itl_ms_max,median_e2el_ms_n,median_e2el_ms_median,median_e2el_ms_p05,median_e2el_ms_p95,median_e2el_ms_min,median_e2el_ms_max,p95_ttft_ms_n,p95_ttft_ms_median,p95_ttft_ms_p05,p95_ttft_ms_p95,p95_ttft_ms_min,p95_ttft_ms_max,p95_tpot_ms_n,p95_tpot_ms_median,p95_tpot_ms_p05,p95_tpot_ms_p95,p95_tpot_ms_min,p95_tpot_ms_max,p95_itl_ms_n,p95_itl_ms_median,p95_itl_ms_p05,p95_itl_ms_p95,p95_itl_ms_min,p95_itl_ms_max,p95_e2el_ms_n,p95_e2el_ms_median,p95_e2el_ms_p05,p95_e2el_ms_p95,p95_e2el_ms_min,p95_e2el_ms_max,request_throughput_n,request_throughput_median,request_throughput_p05,request_throughput_p95,request_throughput_min,request_throughput_max,output_throughput_n,output_throughput_median,output_throughput_p05,output_throughput_p95,output_throughput_min,output_throughput_max,total_token_throughput_n,total_token_throughput_median,total_token_throughput_p05,total_token_throughput_p95,total_token_throughput_min,total_token_throughput_max,duration_s_n,duration_s_median,duration_s_p05,duration_s_p95,duration_s_min,duration_s_max,median_tpot_ms_median_ratio_vs_offload0,median_itl_ms_median_ratio_vs_offload0,median_ttft_ms_median_ratio_vs_offload0,median_e2el_ms_median_ratio_vs_offload0,output_throughput_median_ratio_vs_offload0
llama,12,1,15,300,0,15,1411.2014370039105,1410.495727248781,1412.3257579558413,1410.4654085022048,1412.4656540006981,15,539.4681339127443,539.4629695393626,539.5074588305556,539.4625940196736,539.5126448709034,15,539.4200765076675,539.4151516520651,539.4641963532194,539.4129784981487,539.4725574951735,15,35397.891218999575,18134.91380390842,69924.7458558013,18134.751290504937,69925.03584550286,15,1414.4613699514593,1413.0093199357361,1415.5940695678873,1412.9544623021502,1415.6366837501992,15,539.5055388110147,539.477629131364,539.64471527019,539.4744737046794,539.7780373546994,15,540.1607050036546,540.0647158941138,540.2354983019904,540.0629791984102,540.2483093443152,15,35402.1177510047,18138.653303763058,69927.79740243022,18138.626572905923,69928.74155725585,15,0.028249728193697095,0.014301075982436679,0.05513972567587917,0.014301042175313836,0.0551403549382365,15,1.807982604396614,1.7643945776507586,1.8305731332399604,1.764319837517941,1.8305885756585072,15,9.011663293789374,5.477312101273248,15.825101268977324,5.477299153145199,15.825281867273874,15,707.9714134899987,362.7148984867963,1398.4961708203032,362.710759160007,1398.499476809011,27.692982775502454,27.688901592346696,49.749154701625585,28.187404209483848,0.03548806164665042
llama,12,2,15,300,0,15,2485.536605512607,1420.306221752253,2651.3907027547248,1420.1698355027474,2652.349057010724,15,1390.7197243411606,1376.2704693952167,1404.307492403543,1376.2182816290372,1404.3698747637525,15,1404.359817999648,1404.240366351587,1404.4319602413452,1404.2241295028361,1404.450714995619,15,90090.74500450515,44951.72757190012,179966.070172505,44948.41050149262,179966.10364651133,15,3351.018624610151,1424.4055595510872,3353.4135548420454,1423.1878091624822,3353.993218523101,15,1404.3795933725366,1378.1815337601931,1404.5401002432125,1378.1808047339457,1404.5636325903906,15,1405.9397939614428,1405.858495668217,1406.0744978765433,1405.8379538590088,1406.1589969103807,15,90119.5463170181,45114.507386229816,180099.79520314475,44959.537402955175,180308.08167720097,15,0.022201170302382816,0.011113187036538987,0.04440087875509268,0.01111206215242083,0.04449291670736284,15,1.421120436025972,1.4163003803369651,1.4238472409065293,1.4162667208520239,1.4240196888720056,15,7.0821733264601185,4.256350634994432,12.743052202711599,4.255919804377178,12.769467095013136,15,900.8534112210036,450.44236392260643,1799.6637708037133,449.5097530140192,1799.845944494009,68.88845643197939,69.56776534800153,41.35747227645815,67.63296006052543,0.014719332802422104
llama,12,4,15,300,0,15,3371.0777105006855,2412.6523295533843,4219.9492792991805,2223.8159150001593,4220.740986987948,15,1404.7226401430275,1404.5372061234252,1404.9412784017516,1404.5322919603982,1405.0580317097258,15,1404.7547450027196,1404.6470056011458,1404.8552457403275,1404.5849940011976,1404.867238496081,15,90987.42527600552,46017.15776479832,181768.7305624524,45956.607222993625,181783.88532549434,15,4213.279409047391,3417.1412564079224,4248.217390153586,3417.105281486875,4250.5168968156795,15,1404.8909499376987,1404.8015443620416,1405.4899025244513,1404.7686259757968,1405.6495377328247,15,1406.4454044535523,1406.221673960681,1406.70515466918,1406.1916601116536,1406.7981245039846,15,91873.79184881429,46659.16125918491,181793.579063934,46060.285924632626,181793.9840950683,15,0.0439599576222815,0.02201838160890369,0.08693681412938677,0.02201735487798997,0.08705418429257895,15,2.813437287826016,2.7227900667659486,2.8266413586951558,2.6948415067424283,2.8319734461579755,15,14.023226481507798,8.433040156210115,24.950865655134002,8.432646918270159,24.98455089197016,15,454.9594922690012,230.05231800979527,908.3319734339982,229.741972341988,908.374330651015,68.52788815380728,68.6009712477342,54.247940419233,67.2539063254096,0.014857405166531513
llama,12,8,15,300,0,15,3372.655000493978,3192.261625849642,3631.4159738074513,2861.509570997441,4230.362917500315,15,1413.5387928413584,1413.4646629653257,1413.8744232744718,1413.442005951149,1414.128013629271,15,1413.313217504765,1413.1469835425378,1413.4774166508578,1413.0707734875614,1413.5311559948605,15,92385.57669201691,47078.97967820027,182864.19650400348,46915.10682849912,182866.9384355162,15,4230.235611263197,3982.468174916867,4266.07446631373,3416.3417043397208,4267.762522630801,15,1413.6677906304437,1413.5632592269708,1414.524800422918,1413.5341672681448,1414.630138923061,15,1415.167857031338,1414.9207967285474,1415.4074018265237,1414.7536040502018,1415.5586575419875,15,92444.80143480614,47207.341477095324,183175.01728270203,47204.32779053808,183755.96184025198,15,0.07228166448428644,0.03652554477881623,0.14170860921081418,0.036524847870679965,0.142033736521105,15,4.626026526994332,4.526403385633616,4.676802008414455,4.518089004937646,4.679824162996366,15,23.057850970487376,13.989283650286618,40.67037084350367,13.989016734470427,40.76368238155713,15,276.69534373198985,141.13500352770205,547.5619904982188,140.81161623899243,547.5724381060281,67.57419812877984,67.66672571918893,52.16724283850759,66.84587444641143,0.014919755993430109
llama,12,12,15,300,0,15,3039.468442002544,3032.838141056709,3042.7697802020703,3031.3007475051563,3043.1348434940446,15,1429.9228649920442,1429.6552859381557,1430.0936215145007,1429.5956455157027,1430.1025158937425,15,1428.9552070113132,1428.688790203887,1429.2464506070246,1428.6616224999307,1429.2744800040964,15,93119.4131589873,47357.04487430339,184660.04811565072,47350.99967500719,184660.85140799987,15,3377.9545356082967,3374.2709759563154,3380.3692803198655,3373.120742704487,3381.905634397118,15,1429.929093889396,1429.6654503238863,1430.0989769158543,1429.6124233384974,1430.1061315003549,15,1431.2986405406264,1430.9245173032105,1431.6722309832403,1430.6659730063984,1431.729494476167,15,93121.01470158377,47358.863869569905,184661.9781069197,47353.371103754034,184662.93076460424,15,0.1078139609016203,0.05441775036508521,0.21161667939143022,0.054417414237101835,0.21164745335380858,15,6.9000934977037,6.770616212825577,6.9659433421546595,6.770326060682137,6.966389063579439,15,34.39265352761688,20.841998389827637,60.733986985340465,20.841869652810004,60.74281911254306,15,185.50473271499504,94.51050946819888,367.527137122507,94.49676659499528,367.52940727499663,64.09189965856336,64.32759749748195,37.689950715783816,62.68209182255701,0.015464981043966063
llama,12,16,15,300,0,15,3253.096448504948,3248.893216003489,3254.8516473107156,3247.4496445065597,3255.0544239929877,15,1430.132909349003,1430.002732844995,1430.3261728014706,1429.924150258528,1430.3559143229522,15,1429.9121414951514,1429.5242709471495,1430.1612322509754,1429.4348014955176,1430.216376495082,15,93352.05008149205,47581.0082305863,184897.2663559558,47576.34801349195,184902.72006750456,15,3415.8091302670077,3412.578392141587,3418.856861354726,3411.7468719399776,3418.8766039456827,15,1430.133873292768,1430.014310719956,1430.3303499508747,1429.9277010971339,1430.362454405094,15,1431.6053000613465,1431.416394865082,1432.1456696632958,1431.374572950881,1432.4549100492732,15,93354.10449735791,47582.67782876865,184898.63838773657,47577.99021847022,184903.95485313347,15,0.10798177660997503,0.05454557204845072,0.21164688645323632,0.054542599883057936,0.21165202183871426,15,6.910833703038402,6.771741913605531,6.982423114779382,6.771508221761285,6.98265122834105,15,34.446186738582036,20.890954094556626,60.74265641207883,20.88981575521119,60.74413026771099,15,185.21643769799266,94.49701973038609,366.6658772537048,94.49472689299728,366.6858573460195,63.377238498709765,63.46699141179052,36.36056987622601,61.77482355778663,0.015457114776539554
llama,16,1,15,300,0,15,1509.9915884929942,1508.9111324501573,1510.2861126404605,1508.8805679988582,1510.3071339981398,15,580.1239639995695,580.105127256144,580.131130699488,580.1011981450082,580.1327644523034,15,580.0722104904708,580.0660957043874,580.0796023439034,580.062598499353,580.0809214852052,15,38058.411056001205,19492.413042749104,75186.53237209655,19492.197780506103,75186.60172249656,15,1513.154601212591,1512.0669299707515,1514.0640217272448,1512.0161709361128,1514.3162905995268,15,580.1521669056023,580.1453352748405,580.1737422104421,580.143897116847,580.1740694616688,15,580.90631384257,580.7623599903309,580.9398835618049,580.7473536668113,580.9416272881208,15,38062.62628379045,19496.35030728692,75194.0570363983,19495.881807834667,75197.59514368634,15,0.026275170395389617,0.013300077631333236,0.051300253037219946,0.013300003106677885,0.05130181628045844,15,1.6816109053049355,1.641552095430221,1.7024275724149112,1.6415404591513643,1.7024300165006057,15,8.381779356129288,5.09392973280063,14.723172621682124,5.09390118985763,14.723621272491574,15,761.1748924569984,389.86162492119473,1503.7506212107924,389.8497450979776,1503.7590472409793,29.780003549375095,29.775610979687663,53.231808843377166,30.305980923247603,0.03300756950206248
llama,16,2,15,300,0,15,2664.5239394856617,1517.1364422494662,2841.564428554557,1516.650108504109,2841.5943419968244,15,1495.740443295304,1473.1153901434043,1503.0559791580529,1473.0355356450966,1503.071231103229,15,1503.0821554973954,1502.963247394655,1503.1745024971315,1502.9452805028995,1503.1804034952074,15,96428.40487250942,48113.61894879228,192635.8739907475,48110.703169499175,192643.88182450784,15,3587.6326154597336,1521.3788228452904,3590.7253065044642,1520.7812171021942,3593.1940378446598,15,1503.090009702165,1489.2638991890306,1503.385502564914,1489.259551401737,1503.458598430969,15,1504.7414724424016,1504.674067202286,1505.0164251540264,1504.6608714794274,1505.1614245952806,15,96459.03421094554,48295.72314345627,192769.8694695771,48148.359307947976,192983.4294430606,15,0.02073290573139753,0.010380170193169065,0.04149045216627171,0.010380131560009916,0.04152022742526,15,1.32864727760832,1.3232536280618892,1.3305232798974735,1.3220198197986026,1.3305580251688969,15,6.613796928315812,3.975605183983752,11.90775977171998,3.9755903874837974,11.916305271049621,15,964.650119916012,482.0387189901987,1926.7506821111892,481.6929299340118,1926.7578531519976,74.09059392632969,74.45817329162388,44.33568779990288,72.39077060708593,0.013761536996004157
llama,16,4,15,300,0,15,3607.5861795106903,2333.6803684491315,4511.519461344869,1541.963390991441,4513.134861495928,15,1502.6478044047033,1502.410698453255,1502.8794056174875,1502.3755000480787,1502.8831408174785,15,1502.6863070088439,1502.5313541962532,1502.8495154503617,1502.4739359942032,1502.9337090090849,15,98264.40041250316,49256.78268460906,194723.76432280143,49252.72375701752,195348.69535750477,15,4507.064029888716,4250.168908831838,4538.2977402128745,3655.3744448450752,4544.404961641703,15,1502.9261938062489,1502.7350368195198,1503.2495579628146,1502.6884307618952,1503.4795087223288,15,1504.4564365394763,1504.2713014724723,1504.7310294800263,1504.2216655012453,1504.761047793727,15,98287.38140560454,49266.02448282152,195368.06495298544,49264.49828348996,195384.87366830377,15,0.04075427274949501,0.02055986378376615,0.081381186146522,0.02050673318159754,0.08138760332502216,15,2.6082734559676806,2.5562605999580974,2.6390125917802076,2.556225398834082,2.648923795814416,15,13.000613007088907,7.8744278291824354,23.356400424051817,7.854078808551857,23.35824215428136,15,490.7460899360012,245.7570477933885,972.7718790116166,245.73766990200966,975.2894243510091,73.30506231772911,73.38344327235428,58.053873843886436,72.63272655993941,0.013773961014914108
llama,16,8,15,300,0,15,3610.246575990459,3569.970371913223,3888.8744726005816,3568.2248295051977,4533.291978514171,15,1511.4660698060516,1511.3204413260858,1511.6372455260553,1511.3042244761127,1511.6636978064273,15,1511.2567929900251,1510.9853807560285,1511.3610727072228,1510.9037729998818,1511.4045525115216,15,98783.18244148977,50424.84946675686,195542.9118228436,50423.56111150002,195548.15887549194,15,4522.6917263367795,3657.7501954873155,4536.4567927519965,3657.1386802155766,4561.832912176033,15,1511.5778608267117,1511.4567551153941,1512.1366402874287,1511.455514516066,1512.327993897141,15,1513.2034809503239,1512.9546270050923,1513.5617721508606,1512.8750299918465,1513.7819019815652,15,98849.31937939109,50482.513024449436,195597.3552790447,50479.79744890035,195600.072530529,15,0.06759041854494297,0.034153320124536236,0.13236424616735662,0.03415303740993471,0.13236453092475775,15,4.32578678687635,4.224310122943352,4.372974997255376,4.198434552759704,4.375637030153073,15,21.561343515836803,13.080721607697381,37.988538650031344,13.080613328004993,37.988620375405475,15,295.899928282015,151.09820498469344,585.5946047898003,151.09787992501515,585.599452252005,72.2556099508937,72.3560762299121,55.842239959023374,71.4748821984825,0.013951429582858997
llama,16,12,15,300,0,15,3254.5278195029823,3250.814999193244,3257.7629872059333,3248.8761595013784,3259.7316000028513,15,1528.8076906509805,1528.5126949561366,1528.9242658047324,1528.5093059127187,1528.9275002902402,15,1527.7748414955568,1527.5862882524962,1528.039325249847,1527.5308674899861,1528.24926750327,15,99561.38471100712,50636.6929974567,197422.36339129886,50635.91404899489,197423.2273880043,15,3619.950854689524,3618.632441300434,3622.7970453508906,3618.484583485407,3622.7980720097553,15,1528.8161515634063,1528.5290611866342,1528.9385236869566,1528.514595254138,1528.9413132099717,15,1530.1212970007327,1529.7705564768694,1530.4636157481582,1529.7466642427025,1530.5698565207422,15,99562.95585798216,50638.48060255681,197424.2961738263,50638.12485254748,197424.95698126295,15,0.1008243851050082,0.050893330496395515,0.19789207609543824,0.05089293400463623,0.1978985868385518,15,6.452760646720525,6.331780888740823,6.514874199596858,6.331360982982229,6.514911540212792,15,32.162978848497616,19.49214558011948,56.795025839390775,19.491993723775675,56.796894422664366,15,198.36471086999518,101.06518868209969,392.97880106189405,101.06186365199392,392.9818626329943,68.52410819165955,68.77618317795694,40.35672534879114,67.01841911075185,0.014462386794612724
llama,16,16,15,300,0,15,3494.8815565003315,3483.7272884499725,3501.204013894312,3482.988946999285,3502.219422007329,15,1528.7454639037605,1525.5500698062988,1529.2684019407616,1525.4711241810996,1529.2747885872063,15,1528.369912499329,1525.3729287001079,1528.7577655384666,1525.3703415000928,1528.797251492506,15,99818.49728799716,50886.626351001905,197249.70694445065,50884.004574487335,197254.16394700095,15,3653.8461680873306,3645.0557634405695,3657.7973086108987,3641.9801109996124,3658.5042477556276,15,1528.747056871737,1525.5505071800326,1529.2699245571614,1525.471346657873,1529.2760294056886,15,1530.268292108667,1527.0597976501267,1530.9658277090057,1526.9290344997899,1531.1637775652343,15,99820.090775688,50888.481483206415,197251.3323548996,50885.73364357435,197255.99198959873,15,0.10095613900798278,0.05112281505072008,0.19786659183346256,0.051122283230121204,0.19786910505001498,15,6.461192896510898,6.330823192423735,6.543947348045091,6.330348733004384,6.5439977446812145,15,32.20500834354651,19.580038164425794,56.78771185620376,19.57983447713642,56.788433149354304,15,198.10583285498433,101.07820535068458,391.21476352750034,101.07692150800722,391.21883328200056,67.7473158167884,67.83706305843887,39.063054863517834,66.05393296008559,0.014451425759358347
qwen,0,1,15,300,0,15,27.84010949835647,27.188482247584034,28.885934806021396,27.16228650388075,29.057953506708145,15,19.53826076200967,19.478171687003325,19.585405700821067,19.466796709645177,19.65908856448462,15,19.533845501428004,19.475158054410713,19.55048254385474,19.4654690058087,19.55336899118265,15,1258.9694135022,631.9595272514562,2511.548599449452,631.7930235018139,2511.5812765070586,15,29.06093570200028,28.449511021608487,30.64596468982927,28.316039751371136,31.32942739102873,15,19.555304007140904,19.511914930532637,19.671519075469835,19.50364434038244,19.889578562663615,15,19.64702905752347,19.61862640288018,20.21287122137437,19.618039445049362,21.15731755257002,15,1260.1485530532955,632.8279781164747,2513.4871350568574,632.4109599445364,2514.1579224553425,15,0.7940964180613173,0.39811496584555156,1.58195652607977,0.3980185518296692,1.5829862484421526,15,50.822170755924304,50.38151037091323,50.97083493110777,50.0455277302614,50.973077542647246,15,254.11085377962152,152.87614688469182,455.6034795109738,152.83912390259297,455.90003955133994,15,25.185858473996632,12.642574748792685,50.23674621299578,12.63434854199295,50.248914046998834,1.0,1.0,1.0,1.0,1.0
qwen,0,2,15,300,0,15,60.19357898912858,41.6855817034957,60.291659949871246,30.856066499836743,60.31906600401271,15,19.193211157485845,19.1569444754148,19.22271837909413,19.146075603202917,19.23429632241154,15,19.154922498273663,19.133262152899988,19.197152504057158,19.133217007038184,19.198104499082547,15,1267.3791635024827,655.2319931550301,2500.406980750995,654.7186730022077,2500.7961300070747,15,60.95874734091922,60.610038475861074,61.20870769089379,60.57007380150026,61.22262985009002,15,19.24035326625134,19.182244176482772,19.2744608653729,19.177089532419654,19.276222698681522,15,19.488384146825407,19.319999363142415,19.800249732797965,19.316980995063204,19.839756992587354,15,1269.353369197779,656.8760354426922,2505.9352375253366,656.708068097214,2506.6896578049636,15,1.5786656019938339,0.8001720834707682,3.0903863822410917,0.800139687682373,3.100868171763924,15,101.03459852760537,97.71612045818188,102.63283746771111,97.57931980797717,102.65879053707268,15,505.1729926380268,307.266080052775,890.0312780854343,307.2536400700312,893.0500334680102,15,12.668927463004366,6.471714517504734,24.994623565595248,6.449806600008742,24.995635522005614,1.0,1.0,1.0,1.0,1.0
qwen,0,4,15,300,0,15,59.84931199782295,39.95374575533788,60.35290814979817,33.87266200297745,60.40901699452661,15,19.305403087249335,19.29157175400178,19.34166556126119,19.290438809548505,19.354855435648783,15,19.276587496278808,19.26107714753016,19.305336500838166,19.26008699956583,19.307723501697183,15,1275.2133550020517,653.2788193988381,2513.1486851983937,641.9919410036528,2513.399316005234,15,61.68290319837979,58.608178048598354,62.82394946771092,53.71300035039895,62.88373919960577,15,19.322949544848385,19.30512790031831,19.470733058864617,19.302211582451868,19.68906116435103,15,19.717881992983166,19.4547609964502,20.120581665760255,19.453970001632115,20.24569900240749,15,1278.028689344501,660.7472673764278,2515.1438976915233,660.4255673977605,2515.1888847009104,15,3.13866354843376,1.5921284206053465,6.110478018508163,1.591914719392252,6.157161194068692,15,200.87446709976064,194.3642400554071,204.52200943141167,194.10458729598759,205.13008157544053,15,1004.3723354988032,611.377313512453,1759.8176693303508,611.2952522466248,1773.2624238917833,15,6.372138871010975,3.273147873095877,12.561800854500326,3.2482501869963016,12.563487074003206,1.0,1.0,1.0,1.0,1.0
qwen,0,8,15,300,0,15,70.9242555021774,70.11155020154547,72.01096449425677,70.05203900189372,72.30406499729725,15,19.679859293636767,19.637552999953304,19.702360583043028,19.632677838671952,19.71400763781505,15,19.63103200250771,19.61130549752852,19.680177646660013,19.605621499067638,19.68740899610566,15,1309.7003805014538,681.5659110994602,2572.8197685464693,681.5408420006861,2574.578464998922,15,82.32184884036542,81.51286677653843,83.65674999527982,81.4040449426102,83.70194685703609,15,19.821411130119703,19.762661858975356,19.95900632734007,19.762176496854902,19.9627114351437,15,20.05680950896931,19.849791334709153,20.41076460176555,19.836628512712196,20.52418945459067,15,1322.4104467466532,691.535294721034,2586.915723184866,690.6499981058005,2587.9435130918864,15,5.120553238656025,2.6075951440102703,9.850713773610128,2.606214990799991,9.859382679220236,15,327.7154072739856,314.7723673526597,334.0752774203938,314.67924674355584,334.12620672965755,15,1638.577036369928,1001.3165352999438,2837.0055667997167,1000.7865564671965,2839.502211615428,15,3.9058279580058297,2.03031040130154,7.669903223996517,2.0285245690029114,7.673963993991492,1.0,1.0,1.0,1.0,1.0
qwen,0,12,15,300,0,15,108.50569449394243,107.99031590067898,109.92467429605313,107.78073099936591,110.0561139974161,15,20.124740626973413,20.054373345215758,20.23994726970252,20.031398871064845,20.240231555190825,15,19.999141004518606,19.948214203759562,20.08612499703304,19.935879492550157,20.087819000764284,15,1376.980438006285,730.7947601024352,2679.322047750611,730.7467940045171,2680.0104295034544,15,110.2956397444359,109.72509450155485,111.48421681966283,109.59903104740079,111.60765045860899,15,20.164289119808622,20.12240016377379,20.25213809798272,20.095053822602026,20.2527540059752,15,20.489220949821174,20.40388393754256,20.837706642923877,20.39902100295876,20.838963495771164,15,1378.8604910456343,732.7971609287488,2680.9781809402193,732.7777155507647,2681.6614260489587,15,7.4455063862398285,3.804943018568032,14.14961461077936,3.80423177820547,14.154363290792935,15,476.512408719349,452.176059395199,487.53127079251396,452.0818342693509,488.07877813099833,15,2382.5620435967453,1461.0981191301244,4075.0890079044557,1460.8250028309005,4076.456627748365,15,2.6861839829944074,1.4134661271964433,5.256320581393084,1.4129918519902276,5.2573032259970205,1.0,1.0,1.0,1.0,1.0
qwen,0,16,15,300,0,15,121.02192750171525,114.08733449934516,124.05670735461172,101.22945100010838,124.8945055049262,15,20.38582950003079,20.284105338683844,20.48740862915934,20.280169758235946,20.489330807121885,15,20.305779493355658,20.260012346989242,20.433894346933812,20.249182998668402,20.436742997844703,15,1405.1548885036027,743.847964800807,2723.4014959976776,730.4616589972284,2724.0103454969358,15,122.65816430008272,116.00448389457597,125.91662582613934,103.10254715150222,126.6174190030142,15,20.41825606107263,20.3485417747288,20.502924302912675,20.347277135442713,20.504783064155156,15,20.802055048261536,20.736283396327053,21.423950402167975,20.73537549440516,21.592842648533402,15,1406.862001652189,745.5631498160801,2725.276987595207,732.3131796547386,2726.112068904331,15,7.468699458230959,3.819509695894071,14.259454650589612,3.81863526091544,14.376151471334722,15,477.9967653267814,453.2295870891322,489.4261207690083,452.56089146818476,489.6164876012907,15,2389.983826633907,1466.6917232233236,4106.722939369808,1466.355940191529,4140.3316237444,15,2.6778423890064005,1.4026182561006864,5.2362742974088174,1.3911929099995177,5.237473241999396,1.0,1.0,1.0,1.0,1.0
qwen,2,1,15,300,0,15,291.4405025076121,290.71396970102796,291.99783265503356,290.68496800755383,292.08780398766976,15,280.2819176350668,280.24784016141433,280.30099244090485,280.2361978709439,280.30222714177376,15,280.2806509862421,280.2326851990074,280.30326115112985,280.22818700264907,280.3102614998352,15,17949.435834001633,8979.331057300442,35889.92366660241,8978.911512997001,35890.57526300894,15,292.5780387420673,292.06245553046756,293.0106545255694,292.03153274356737,293.0626176050282,15,280.37642128657876,280.345765192963,280.47055828650275,280.34389632981816,280.52986286474476,15,281.1520000548626,281.10482355790737,281.17922791541787,281.1028079413518,281.18346999253845,15,17956.058799795574,8982.906130828487,35898.91216627715,8982.549494312116,35898.96032796096,15,0.05571093637726278,0.027863942996288714,0.1113731342161805,0.02786345923045403,0.11137535841227673,15,3.565499928144818,3.5628438915967138,3.566655503873669,3.5623826514096737,3.5667041983485253,15,17.82749964072409,10.699754110574865,32.07546265425999,10.699568344494349,32.0761032227357,15,358.9959404840047,179.57652125150344,717.7735041034059,179.57293502900575,717.7859660059912,14.345284928331436,14.348462567995249,10.46836768098262,14.257245363944076,0.07015638795257856
qwen,2,2,15,300,0,15,843.6923964909511,760.529745912936,844.2742845014436,569.5795340143377,844.3530939985067,15,276.9867759525946,276.9492226826736,277.13217454020776,276.93380131894963,277.15030414495436,15,276.8802105128998,276.84452619287185,276.9209325488191,276.83947849436663,276.94129799783695,15,18294.040348002454,9351.082330007921,36019.1635232477,9159.449122511433,36020.86824199068,15,846.3326870449237,845.3036388126202,847.0181750800111,845.0624483375577,847.0265687123174,15,277.0788335731523,277.01276959234474,277.2200150550869,277.01178033890955,277.2209013162102,15,278.0547999544069,277.8334704975714,279.18492155280546,277.7985335167614,279.3737080632127,15,18300.91971383954,9437.229364864179,36028.00166065703,9437.174691999098,36030.206742713926,15,0.1098458432742714,0.05556758720398903,0.21562310519216676,0.05556527308725675,0.21829042294430442,15,7.030133969553369,6.802709910998481,7.124912768551763,6.802043138960857,7.125087388305549,15,35.15066984776685,21.337953486331788,62.09945429534403,21.33706486550659,62.86764180795968,15,182.07334391400218,92.760478951814,359.9220520668954,91.62106028400012,359.9370414070145,14.431497349757581,14.454781038025793,14.016318860909207,14.434544037670396,0.06958145102771451
qwen,2,4,15,300,0,15,792.6536330051022,729.5578688543173,795.435797504615,729.206219984917,795.4546659893822,15,277.51126020936476,277.02723333773145,277.6230906852848,276.74074690308305,277.6402726269139,15,277.5337989878608,277.44979834969854,277.58750554785365,277.3846420022892,277.5896079983795,15,18281.13824898901,9376.439114350069,36047.90457664931,9330.770903994562,36049.507825504406,15,794.6533041933435,782.926918129815,839.4553354712843,781.1379217979265,839.4912079544156,15,277.6487347921865,277.60558469449245,277.7196438234182,277.5696889311373,277.73533295001556,15,278.4895360629889,278.42999756525387,278.71011115581496,278.42385301482864,278.8050210016081,15,18288.58100575744,9381.056849227025,36052.08420792609,9337.091744948702,36053.95201076026,15,0.2194175786261474,0.11112419717964331,0.4289346994603985,0.11112150521298353,0.4309416339501837,15,14.042725032073434,13.694419351923312,14.250609259286072,13.692268947686609,14.251297757830594,15,70.21362516036717,42.67169171698302,123.53319344459476,42.670658001785675,124.1111905776529,15,91.150399731996,46.627580309213954,179.97880311070475,46.40999714200734,179.98316313000396,14.374797509027562,14.397454893997004,13.244156140574102,14.33574874140147,0.06990796408733904
qwen,2,8,15,300,0,15,954.6889054909116,713.4750851429999,956.7675334066735,523.7951229937607,957.0204420015216,15,279.0422547361346,278.61899477902756,279.10803465043625,277.7877675971174,279.1080687243874,15,278.84107001591474,278.76115330291213,278.98482925229473,278.75899798527826,279.0097999968566,15,18533.878895497764,9467.090505969827,36402.70516304299,9149.671251012478,36403.40562048368,15,968.2534904946806,907.437171927595,970.5849161466176,796.2252622121014,970.8505701099057,15,280.78619572301653,279.65798535213173,282.72643454596795,279.080528872803,282.75297127266026,15,280.02010097698076,279.7959837883536,280.3164285076491,279.783233962371,280.4565160506172,15,18548.94220244896,9556.515169376362,36417.31117846415,9411.485649338283,36422.94162008766,15,0.3612487905567234,0.18369962715649388,0.7080881712178139,0.18369207581342908,0.7296834410170603,15,23.121042165345816,22.35349734993806,23.537481470521136,22.350900048678625,23.576301898172094,15,115.59961297815148,70.54065682809363,203.9293933107304,70.53775711235677,210.14883101291335,15,55.36350715300068,28.256140756595414,108.8733838171931,27.40914604300633,108.87785938198795,14.179077734888043,14.20409635012031,13.460682790834543,14.151235787533004,0.07055219758409323
qwen,2,12,15,300,0,15,1301.346135485801,1215.3423404466594,1303.2969859996228,1023.1064934923779,1303.518021493801,15,281.2821729212732,281.1733223852746,281.3407521995033,281.1424689031311,281.35836925808223,15,280.7864760106895,280.58164238609606,280.9479186034878,280.5703954945784,281.0017010051524,15,19022.29694300331,10016.69536765985,37028.47474524315,10016.659010012518,37030.85744900454,15,1303.233520228241,1217.0159339329985,1304.7646650363458,1024.9554946494754,1305.0969901058124,15,281.6097119808084,281.4667864133937,283.44711308085436,281.46278702689006,283.48555237067967,15,281.9345544994576,281.69464950842666,282.2772053509834,281.58888899633894,282.2961504920386,15,19024.124698097876,10018.69116698581,37030.136509686854,10018.325016602466,37032.708289106085,15,0.5324260473180701,0.27234263524280483,1.0190359338068817,0.2722721151934103,1.0190519557861553,15,34.075267028356485,32.60533384293383,34.90763094309329,32.60126957520863,34.99982435734191,15,170.37633514178242,104.57957193323705,293.4823489363819,104.55249223426958,293.4869632664127,15,37.56390225599171,19.626393278795877,73.43690625950694,19.626084702002117,73.45592473100987,13.97693407011008,14.039926812219015,11.993344142490617,13.81450049540681,0.07150971602174112
